height 	 width 	 red 	 green 	 blue
94	99	0.7087030187328474	0.6412822654416733	0.34199790531493207
94	99	0.6483756208349677	0.5531685601966386	0.2841629369864189
94	99	0.6472366384412269	0.5533021621650569	0.2825794945129109
94	99	0.6479628128035707	0.5532301961319531	0.2836893894994881
94	99	0.6476532597771926	0.5540471913956418	0.28459971774969595
94	99	0.6484905327625725	0.5538208305944341	0.28596989081814317
94	99	0.6479735888902249	0.5545183581271632	0.2856463103305404
94	99	0.6493070400883905	0.5543994213991563	0.28732335727267694
95	99	0.6481409779101505	0.5547078418309359	0.2861025982678221
94	99	0.6498404074884271	0.5556650667350441	0.28839582148075205
94	99	0.6484459215953224	0.5555760221038719	0.28773315180394893
93	99	0.7098082392880082	0.6324730277467439	0.3223280063470482
94	99	0.6501639981988172	0.55576551588158	0.29067728191969866
94	99	0.6485593748501841	0.5561596113588054	0.2894183699016149
94	99	0.6499619899653502	0.556236446421855	0.29110298452124744
95	99	0.6496467666364039	0.5574184223982298	0.2899670245958953
94	99	0.6510246885907324	0.557286496525665	0.2918067608099317
95	99	0.65026970234976	0.558167848977112	0.29146051187394306
95	99	0.6517827564709527	0.5583083572660137	0.29300226675744184
94	99	0.6509771838923731	0.5589122913959693	0.29239962142479076
94	99	0.6522098915902236	0.5590753095131181	0.29416201595141933
93	99	0.6524612909657521	0.5609044899475323	0.29535655465696575
92	99	0.7111133117669063	0.6326533306925466	0.3229005743711632
94	99	0.6534279530441631	0.5610294452892632	0.29479832967245234
94	99	0.6526087901298154	0.5613787997070492	0.2941777395046136
94	99	0.6542172424525363	0.5619509106324523	0.29672451356021395
94	99	0.6542055924231682	0.5631536842557398	0.29657775486974686
95	99	0.6561777847868363	0.5637764811018242	0.2976018503916319
95	99	0.6552050365295712	0.5642402190985072	0.2966390688839608
94	99	0.6567095125373312	0.5639486064993224	0.29788140499985244
95	99	0.6565214985335618	0.5651380401643249	0.29740731664255604
95	99	0.6579174153849394	0.5652652771510969	0.29769777376702294
95	99	0.657526362710809	0.5661628870003741	0.29727853476607274
91	99	0.7147948591201182	0.6313846322842862	0.31830559674850384
95	99	0.6592638347746197	0.5664850539030903	0.29833855997972747
96	99	0.6583297251603055	0.5672759324550005	0.2974593307354495
96	99	0.6609569451959494	0.5680843059957223	0.2980175723377399
95	99	0.6597046563683961	0.5682857572234215	0.2958034417209139
95	99	0.6614366784487684	0.5686474831900765	0.29741716285922964
94	99	0.6612571250600745	0.5694914526128129	0.2977288409544299
95	99	0.6623996177665065	0.5694197454051912	0.2970295522145133
94	99	0.6616081704264684	0.570332037589971	0.2961629363744408
94	99	0.6633370834672662	0.5706048430301077	0.29762187935283446
94	99	0.6632086290548935	0.5716192843872382	0.2969442773701172
92	99	0.7129741207116389	0.6309013697580624	0.3177658113203423
94	99	0.6645371438335678	0.571712802768166	0.2974336793540953
94	99	0.664239816133143	0.5727084633146159	0.29630666517354876
94	99	0.6660645801807855	0.5733197757121086	0.29698663186521423
94	99	0.665809606856478	0.5741239403418106	0.29582430007226673
94	99	0.6681294613238684	0.5750067277896342	0.29604778995441144
94	99	0.6677419354838701	0.5758077804176697	0.2955469094658743
94	99	0.6695216153950388	0.576470588235294	0.29682006967307906
92	99	0.6697141273470514	0.5777681701655929	0.2974161989884299
92	99	0.6718689803758547	0.578501196792975	0.2972295804839885
93	99	0.6718966900919657	0.5796752993232691	0.29640269824744114
92	98	0.7134592311358734	0.6302866941691456	0.31736984260035433
92	99	0.6744086271192525	0.5809278963241855	0.2988696394954436
92	99	0.6745551271953453	0.5826102336635851	0.29876770440381967
92	99	0.6765845873233006	0.5828273945237009	0.29757073371984505
92	99	0.677451118611832	0.5849335025142159	0.29855007560616276
93	99	0.6788660785668797	0.5849126658265239	0.2984961448297361
92	99	0.6799426894470583	0.5872876785077127	0.29925346919696155
93	99	0.6833654840101251	0.588283587961267	0.29913966416786775
92	99	0.6839317617144327	0.5899243551072073	0.29965127455135243
93	99	0.6862223887201288	0.5910829512477837	0.3008016331272926
93	99	0.687226214851493	0.5931373908598241	0.3006436245278869
93	99	0.7127658605456112	0.6295250878053094	0.3138567628171645
93	99	0.689879172996607	0.5942341724248708	0.301951527625769
94	99	0.6906030437168069	0.5964832659496828	0.30198422210503373
94	99	0.6932845069521619	0.598480838577105	0.3038600026118922
94	99	0.6947511929107015	0.6002117165884752	0.3037721373484642
94	99	0.6976861038212883	0.6022957605240136	0.30728519917216135
94	99	0.6992540785062312	0.6050385793804841	0.3074233893175491
94	99	0.7014037737465916	0.6059567995458218	0.3085501122054947
94	99	0.7030367787650424	0.6083990766478666	0.309769108408182
94	99	0.7060908956884181	0.6108243871711356	0.31183091418385595
95	99	0.7061299147725022	0.6117620778374344	0.31084147370246923
