height 	 width 	 red 	 green 	 blue
90	99	0.5014661151631883	0.22930441097534052	0.14843600349425926
94	99	0.4342254940829249	0.1286670449863579	0.10816574548413324
94	99	0.4341196192611507	0.1283343194344977	0.10834760585017554
94	99	0.43292152183068955	0.12746865916878627	0.10635760005407689
94	99	0.4332916920418286	0.12687320747253036	0.10602653591301198
94	99	0.43243837386176553	0.12718165906107473	0.10578129232564498
94	99	0.4329222095428659	0.127296222767609	0.10640759093964512
95	99	0.4311669294311532	0.12615909751878962	0.10419453756001557
95	99	0.43186658074810524	0.12593155154602345	0.10424427465300216
95	99	0.4303403153394724	0.12640444560215408	0.10380051994749519
95	99	0.4302302502007849	0.12569890987963223	0.10427402894369393
88	99	0.4850330408406459	0.20774997291734418	0.14137309067273376
95	99	0.4289987119309	0.12556138558335778	0.10327036391153105
95	99	0.42927117823752187	0.12577546625284647	0.10429006394251644
95	99	0.42805260503470216	0.12636780002508982	0.10359413121561524
95	99	0.4280739232335651	0.1260137549467868	0.10424712798248027
95	99	0.4271919654168938	0.1266470613829666	0.10410815154935549
94	99	0.427840415397339	0.1279136961778845	0.10584204851187727
94	99	0.4262159765867133	0.1278074628544235	0.10480636699124152
94	99	0.4263005561601723	0.12833337248116417	0.10631036921623499
94	99	0.42465880682856094	0.12790346907994038	0.10526024623317586
94	99	0.42532616717387894	0.12848287606038633	0.10547658350479498
87	99	0.4848510969838125	0.20627550442468143	0.14179424059323656
93	99	0.42308059284608235	0.12925345209444455	0.10557745457840662
93	99	0.42314592458440053	0.129008597878322	0.10662379694859152
93	99	0.4216031670120624	0.1291296030607372	0.10612678675806425
93	99	0.42160893570303415	0.12909195054813988	0.1069701453748938
92	99	0.4212127951369583	0.13038871503232735	0.10731150683335769
92	99	0.4209603636354015	0.13023248430393686	0.10809369220633935
92	99	0.4201673872515965	0.13054830563378486	0.10760541033675838
92	99	0.4199095022624435	0.12993411129634108	0.1078685401286026
92	99	0.4188974714464912	0.1309545124447092	0.1081154023899128
92	99	0.41940912213942216	0.1306505998625872	0.10863485016648233
87	99	0.4819636556396708	0.2034925262698719	0.13984130402372205
92	99	0.4191421601663989	0.1314098142289677	0.10889898485341097
91	99	0.4200336659398499	0.1323941454768492	0.10935216032120494
91	99	0.41769189218387087	0.13201642089342677	0.10820342462053734
91	99	0.418214107391064	0.13226886900665352	0.10943524553661847
91	99	0.417667892325966	0.13167693460715385	0.10822923346239337
91	99	0.41880558123442385	0.1320515523551583	0.10955091714105047
91	99	0.4179102459027482	0.131930570545228	0.10879391072196626
91	99	0.4190778135466463	0.13138501392818114	0.10900887718271438
91	99	0.41911473768251273	0.13196281411115238	0.10895032409098958
91	99	0.42048465844009203	0.13203517009621207	0.11021281320151373
87	99	0.48089517663605563	0.2010132097846175	0.1399795923995483
91	99	0.4205599065286281	0.13153709983924516	0.10894185961402447
91	99	0.4214909780029434	0.13105597819299483	0.10880316679427302
91	99	0.42277357719285447	0.1323863744034139	0.10963770293427381
92	99	0.4255452951242643	0.1325894962145902	0.10910511732388233
91	99	0.42424074842158654	0.1317382476286526	0.10806027927554324
91	99	0.4263052257786664	0.13202560206290076	0.1089479914081953
90	99	0.42894704828022506	0.13357285558646514	0.10997099239530421
90	99	0.4304174546871323	0.1332489170637215	0.10993649840231445
90	99	0.4319206614069481	0.13382582446363359	0.10966513843212915
90	99	0.4333271240480223	0.13371020995483493	0.10967703617313711
87	99	0.47840658735404296	0.19886208415950687	0.13861643533818077
90	99	0.43471374494403003	0.133647836976875	0.1081114380435934
90	99	0.4370109856864642	0.1339265117811838	0.10874992234116468
90	99	0.4383692540377039	0.13414357478528682	0.10798573975044626
90	99	0.4405079293047984	0.1346142314206307	0.10796982245164287
90	99	0.44194001925094406	0.13477607259119959	0.10656695110476691
