height 	 width 	 red 	 green 	 blue
89	99	0.5660352368883618	0.5486849527858392	0.2815135783291781
93	99	0.5733224342649934	0.5418670942455017	0.27852726339065886
93	99	0.5747048062967652	0.542583217198002	0.2804716800386336
93	99	0.5741714838502766	0.543112281780925	0.2796889663493772
92	99	0.5761795448016256	0.5439730650578724	0.2825484020802629
94	99	0.5748411932074208	0.5434125114261065	0.27976774426119816
93	99	0.5759385557765778	0.5436771810173338	0.28298285497774045
94	99	0.5748420658586012	0.5432645316190985	0.28046986536550167
94	99	0.5756320202989137	0.5435761363987984	0.28236738146073836
94	99	0.5746311907270811	0.5431078121448782	0.2814221368210092
94	99	0.5752596906749501	0.5430339739856334	0.28284371966608496
89	99	0.5514063415498232	0.5344713785444685	0.2698682363841999
94	99	0.5747157664860618	0.5427708692344704	0.2823524236825906
94	99	0.5756188612228629	0.5428711225710239	0.2842324360428095
94	99	0.5742609101880333	0.5423973216023664	0.28296907644593294
94	99	0.5754046062869596	0.5423700591347648	0.28443718228032033
94	99	0.574420040575108	0.5417601917718659	0.28337198864727237
94	99	0.5745972902599408	0.5411868547233534	0.2845169949351388
93	99	0.5734152829040546	0.5408756699589985	0.2836911319616618
93	99	0.5738829587940341	0.5406423634638834	0.28513242402259786
94	99	0.5724941000313459	0.5400190146080887	0.28414663526924877
93	99	0.5727475666048196	0.5395387233003391	0.28415419775599454
89	99	0.5505105869302794	0.5328907159092143	0.2693017084815075
93	99	0.5709684634309994	0.5384850518154023	0.2820712315344391
94	99	0.5716181080989821	0.5386242561668986	0.2839565817054074
94	99	0.570613713531023	0.537868459502602	0.2825427280432198
93	99	0.5706362924316641	0.5373573884530114	0.28395289869502355
94	99	0.5692955700798839	0.5365250544662304	0.2827093059446007
93	99	0.5698684402671019	0.5360638283749516	0.2842391174479278
94	99	0.5681515601090561	0.5349748720298894	0.2827677274527937
94	99	0.5686523399522441	0.5346648933274216	0.2832997591473461
94	99	0.5680073007650768	0.5344491889047033	0.28220568142634594
94	99	0.568564191510268	0.5340385208691435	0.28310635109524507
89	99	0.5487304499069201	0.5318114494585081	0.26755588167352934
95	99	0.5668527930350754	0.5333064906189773	0.28077225982734616
94	99	0.568676101825183	0.5341836879928161	0.28318311091098775
95	99	0.5670648956356737	0.5332791903858313	0.2805672359266294
95	99	0.5681855983336997	0.5336685144600574	0.2820738763469813
95	99	0.5675854298526203	0.5335571637062073	0.28176412614152296
95	99	0.5676583189734797	0.5330200734313598	0.28173300033654003
95	99	0.5671362853665808	0.532969252599314	0.2805931334676551
94	99	0.5683754128544609	0.5335306254728942	0.28252027796499957
93	99	0.5670867782217126	0.5329941848965539	0.2814161952608891
94	99	0.5682753437421176	0.5331933140806853	0.2820605480312373
89	99	0.5485037548666652	0.5312004170264061	0.2676625344128242
94	99	0.5671953019340444	0.5327342476460816	0.28054951327501954
93	99	0.5677836223643502	0.5326167361970932	0.28144286807094543
93	99	0.5669379982401532	0.5326582876955204	0.28007879910169076
94	99	0.5686612091034409	0.5336197658925315	0.2814496556415711
93	99	0.56729268286297	0.5328149259436719	0.2792320239619423
93	99	0.568314604390315	0.5330382740075755	0.28097756712076577
93	99	0.5669585650505201	0.5330320357170834	0.2793671183520019
92	99	0.5687144901533594	0.5335271690375497	0.2806618181041485
93	99	0.567916380154612	0.5332817611635514	0.27904242462128365
93	99	0.5688332460657967	0.5336735464745215	0.2797375200910715
88	99	0.5464924365771857	0.529422897618948	0.2652711560138611
93	99	0.5684324127528991	0.5342123056118998	0.27918968117751136
92	99	0.5709179528838335	0.535513398427337	0.2815798835104045
92	99	0.5697730063947817	0.535611209926735	0.28049220768220967
92	99	0.571349306564802	0.536173783675749	0.28189973977980626
92	99	0.5709689624061739	0.5364590526535803	0.2811983246948767
92	99	0.5724087358520645	0.5372697805409424	0.28109516977522764
